Public Food Key,Classification,Food Name,"Energy, with dietary fibre","Energy, without dietary fibre",Moisture (water),Protein,Nitrogen,Total fat,Ash,Total dietary fibre,Alcohol,Fructose,Glucose,Sucrose,Maltose,Lactose,Galactose,Maltotriose,Total sugars,Added sugars,Free sugars,Starch,Dextrin,Glycerol,Glycogen,Inulin,Mannitol,Maltodextrin,Oligosaccharides,Raffinose,Stachyose,Sorbitol,Resistant starch,"Available carbohydrate, without sugar alcohols","Available carbohydrate, with sugar alcohols",Acetic acid,Citric acid,Fumaric acid,Lactic acid,Malic acid,Oxalic acid,Propionic acid,Quinic acid,Succinic acid,Tartaric acid,Aluminium (Al),Antimony (Sb),Arsenic (As),Cadmium (Cd),Calcium (Ca),Chromium (Cr),Chloride (Cl),Cobalt (Co),Copper (Cu),Fluoride (F),Iodine (I),Iron (Fe),Lead (Pb),Magnesium (Mg),Manganese (Mn),Mercury (Hg),Molybdenum (Mo),Nickel (Ni),Phosphorus (P),Potassium (K),Selenium (Se),Sodium (Na),Sulphur (S),Tin (Sn),Zinc (Zn),Retinol (preformed vitamin A),Alpha-carotene,Beta-carotene,Cryptoxanthin,Beta-carotene equivalents (provitamin A),Vitamin A retinol equivalents,Lutein,Lycopene,Xanthophyl,Thiamin (B1),Riboflavin (B2),Niacin (B3),Niacin derived from tryptophan,Niacin derived equivalents,Pantothenic acid (B5),Pyridoxine (B6),Biotin (B7),Cobalamin (B12),"Folate, natural",Folic acid,Total folates,Dietary folate equivalents,Vitamin C,Cholecalciferol (D3),Ergocalciferol (D2),25-hydroxy cholecalciferol (25-OH D3),25-hydroxy ergocalciferol (25-OH D2),Vitamin D3 equivalents,Alpha tocopherol,Alpha tocotrienol,Beta tocopherol,Beta tocotrienol,Delta tocopherol,Delta tocotrienol,Gamma tocopherol,Gamma tocotrienol,Vitamin E,C4,,C6,,C8,,C10,,C11,,C12,,C13,,C14,,C15,,C16,,C17,,C18,,C19,,C20,,C21,,C22,,C23,,C24,,Total saturated fatty acids,,C12:1,,C14:1,,C15:1,,C16:1,,C17:1,,C18:1,,C20:1,,C22:1,,C24:1,,Total monounsaturated fatty acids,,C16:2w4,,C16:3,,C18:2w6,,C18:3w3,,C18:3w4,,C18:3w6,,C18:4w1,,C18:4w3,,C20:2w6,,C20:3w3,,C20:3w6,,C20:4w3,,C20:4w6,,C20:5w3,,C22:2w6,,C22:4w6,,C22:5w3,,C22:5w6,,C22:6w3,,Other polyunsaturated fatty acids,,Total polyunsaturated fatty acids,,Total long chain omega 3 fatty acids,,Total undifferentiated fatty acids,,Total trans fatty acids,,Caffeine,Cholesterol,Tryptophan,,Alanine,,Arginine,,Aspartic acid,,Cystine plus cysteine,,Glutamic acid,,Glycine,,Histidine,,Isoleucine,,Leucine,,Lysine,,Methionine,,Phenylalanine,,Proline,,Serine,,Threonine,,Tyrosine,,Valine,
F008721,20101,"Soy beverage, regular fat (3% fat), unfortified",253,248,90,3.8,0.67,2.8,0.6,0.6,0,0,0.1,1.3,1.3,0,,,2.7,1.8,1.8,0.8,,,,,,,,0.9,0.3,,,4.8,4.8,0,0.1,,0,0,,,0,,,77.2,,0.4,0.4,13,0.5,84,,0.07,35.02,1.4,0.48,0.5,22,0.09,0.5,4.2,20,71,197,0.7,45,23,,0.16,7,0,0,0,0,7,,,,0.021,0.031,0,0.74,0.74,0,0.03,2.3,0,14,0,14,14,0,0,0,0,0,0,1.1,,0,,0,,0.2,,1.15,0,0,0,0,0,0,0,0,,,0,0,,,0.2,0,0,0,9.9,0.24,0,0,6.9,0.17,,,0,0,,,0.6,0.02,,,0.3,0.01,17.92,0.44,,,0,0,,,0.1,0,0,0,22.9,0.57,0.1,0,0,0,0,0,23.07,0.57,,,,,60.2,1.5,1.6,0.04,,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,,,61.8,1.54,0,0,,,0.9,23.03,0,0,67,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F008719,20102,"Soy beverage, regular fat (3% fat), added Ca",253,248,90,3.8,0.67,2.8,0.6,0.6,0,0,0.1,1.3,1.3,0,,,2.7,1.8,1.8,0.8,,,,,,,,0.9,0.3,,,4.8,4.8,0,0.1,,0,0,,,0,,,77.2,,0.4,0.4,118,0.5,84,,0.07,35.02,1.4,0.48,0.5,22,0.09,0.5,4.2,20,71,197,0.7,45,23,,0.16,7,0,0,0,0,7,,,,0.021,0.031,0,0.74,0.74,0,0.03,2.3,0,14,0,14,14,0,0,0,0,0,0,1.1,,0,,0,,0.2,,1.15,0,0,0,0,0,0,0,0,,,0,0,,,0.2,0,0,0,9.9,0.24,0,0,6.9,0.17,,,0,0,,,0.6,0.02,,,0.3,0.01,17.92,0.44,,,0,0,,,0.1,0,0,0,22.9,0.57,0.1,0,0,0,0,0,23.07,0.57,,,,,60.2,1.5,1.6,0.04,,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,,,61.8,1.54,0,0,,,0.9,23.03,0,0,67,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F008720,20102,"Soy beverage, regular fat (3% fat), added Ca & vitamins A, B1, B2 & B12",259,254,90,4.2,0.73,2.8,0.6,0.6,0,0,0.1,1.3,1.3,0,,,2.7,1.8,1.8,0.8,,,,,,,,0.9,0.3,,,4.8,4.8,0,0.1,,0,0,,,0,,,77.2,,0.4,0.4,118,0.5,84,,0.07,35.02,1.4,0.48,0.5,22,0.09,0.5,4.2,20,71,197,0.7,45,23,,0.16,82,0,0,0,0,82,,,,0.041,0.422,0,0.81,0.81,0,0,2.3,0.9,14,0,14,14,0,0,0,0,0,0,1.1,,0,,0,,0.2,,1.15,0,0,0,0,0,0,0,0,,,0,0,,,0.2,0,0,0,9.9,0.24,0,0,6.9,0.17,,,0,0,,,0.6,0.02,,,0.3,0.01,17.92,0.44,,,0,0,,,0.1,0,0,0,22.9,0.57,0.1,0,0,0,0,0,23.07,0.57,,,,,60.2,1.5,1.6,0.04,,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,,,61.8,1.54,0,0,,,0.9,23.03,0,0,67,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F008704,20104,"Soy beverage, reduced fat (1% fat), added Ca & vitamins A, B1, B2 & B12",193,188,90.8,3.1,0.55,0.9,0.9,0.6,0,0,0,1.8,0,0,0,,1.8,1.1,1.1,2.9,,,,,,,,0.9,0.3,,,5.9,5.9,0,0.1,,0,0,,,0,,,74.8,,0.5,0.5,118,0.6,84,,0.065,,1.4,0.48,0.5,13,0.084,0.5,4.2,20,73,195,0.7,46,,,0.14,82,0,0,,0,82,,,,0.041,0.422,0,0.61,0.61,0,0.03,,0.9,14,0,14,14,0,0,0,0,0,0,1.1,,0,,0,,0.2,,1.15,0,0,0,0,0,0,0,0,,,0,0,,,0.2,0,0,0,9.9,0.08,0,0,6.9,0.06,,,0,0,,,0.6,0,,,0.3,0,17.92,0.15,,,0,0,,,0.1,0,0,0,22.9,0.19,0.1,0,0,0,0,0,23.07,0.19,,,,,60.2,0.5,1.6,0.01,,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,,,61.8,0.51,0,0,,,0.9,7.68,0,0,67,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F009738,20501,"Yoghurt, soy based, berry flavoured, regular fat (3% fat)",433,431,82.7,3.8,0.67,3.8,0.7,0.2,0,0.4,1.7,6.7,0,0,,,8.7,7.7,7.7,4.4,,,,,,,,,,,,13.1,13.1,0,0,,0.6,0,,0,0,,0,114.4,,,0,125,2.4,,,0.085,,2.4,0.61,,7,0.09,,5.2,,135,57,0,57,27,,0.16,0,0,0,,0,0,,,,0,0,0,0.87,0.87,0,0,,0,78,0,78,78,0,0,0,0,0,0,0,,0,,0.2,,0.5,,0.05,0,0,0,0,0.3,0.01,0.6,0.02,,,0.5,0.02,,,0.3,0.01,0,0,8.5,0.29,0,0,3.5,0.12,,,0.6,0.02,,,0.4,0.02,,,0,0,14.87,0.5,,,0,0,,,0,0,0,0,45.9,1.56,0.6,0.02,0,0,0,0,46.49,1.58,,,,,33.1,1.12,9.6,0.33,,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,,,42.64,1.45,0,0,,,0,0,0,0,80,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F009739,20502,"Yoghurt, soy based, vanilla flavoured, reduced fat (1% fat)",321,320,84,3.8,0.67,0.8,0.7,0.2,0,0.4,1.7,6.7,0,0,,,8.7,8.1,8.1,4.4,,,,,,,,,,,,13.1,13.1,0,0,,0.6,0,,0,0,,0,114.4,,,0,125,2.4,,,0.085,,2.4,0.61,,7,0.09,,5.2,,135,57,0,57,27,,0.16,0,0,0,,0,0,,,,0,0,0,0.87,0.87,0,0,,0,78,0,78,78,0,0,0,0,0,0,0,,0,,0.2,,0.5,,0.05,0,0,0,0,0.3,0,0.6,0,,,0.5,0,,,0.3,0,0,0,8.5,0.06,0,0,3.5,0.03,,,0.6,0,,,0.4,0,,,0,0,14.87,0.11,,,0,0,,,0,0,0,0,45.9,0.34,0.6,0,0,0,0,0,46.49,0.34,,,,,33.1,0.24,9.6,0.07,,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,,,42.64,0.31,0,0,,,0,0,0,0,80,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F006154,14402,"Oil, almond",3404,3404,0,0,0,92,0,0,0,,,,,,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,0,,,,,,0,0,,0,,,,,0,0,0,0,,,0,0,,0,,0,0,,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,24.5,,,,,,,,24.47,,,,,,,0,0,,,0,0,,,0,0,0,0,5.5,5.28,0.1,0.09,0.1,0.09,,,0,0,,,0,0,,,0.1,0.09,5.8,5.54,,,,,0,0,0.3,0.26,0,0,62.3,59.54,0.1,0.09,0.1,0.09,,,62.74,59.98,,,,,23.4,22.34,0,0,,,,,,,,,,,0,0,,,,,0,0,0,0,,,,,0,0,,,0,0,,,23.37,22.34,0,0,,,1.7,1605.12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F006155,14402,"Oil, blend of monounsaturated vegetable oils",3404,3404,0,0,0,92,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,0,,,,,,0,0.01,,0,,,,,0,0,0,0,,,0.01,0,,0,,0,0,,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,12.9,,,,,,,,12.88,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,4.1,3.96,0,0.04,1.7,1.63,0,0,0.5,0.44,,,0.2,0.18,,,0.1,0.09,6.62,6.33,,,0,0,0,0,0.2,0.18,0,0.04,54.3,51.94,1,0.92,0,0,0.2,0.18,55.71,53.26,,,,,18.8,17.99,9.5,9.1,,,0,0,,,0,43.98,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,,,28.38,27.13,0,0,,,1.3,1231.33,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F006156,14401,"Oil, blend of polyunsaturated vegetable oils",3404,3404,0,0,0,92,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,0,0.8,0,0,,4,,0.006,0,0,0.01,0,0,0,0,,,0,0,0,0,0,0,0.01,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9,,,,25.8,,47.8,,17.66,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0.04,0,0,8.9,8.53,0,0.04,3.8,3.61,0,0,0.4,0.35,,,0.4,0.35,,,0.1,0.09,13.62,13.02,,,0,0,0,0,0.1,0.09,0,0.04,25.5,24.36,0.4,0.35,0.1,0.09,0,0,26.08,24.94,,,,,44.4,42.44,5.8,5.5,,,0.1,131.93,,,0.3,263.86,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,,,50.55,48.33,0,0,,,2.9,2726.51,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F006159,14402,"Oil, canola",3404,3404,0,0,0,92,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,62.6,,0,0,1,6.9,4,,0,8.28,0,0,0,0,0,0,0,5,0,0,0,0,2,,0.04,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2,,9.4,,0.3,,32,,24.13,0,0,0,0,0,0.02,0,0,0,0,0.1,0.14,0,0,0.2,0.19,0,0,4.1,3.9,0,0,1.9,1.81,,,0.4,0.43,0,0,0.2,0.16,0,0,0.1,0.07,7.02,6.71,,,0.1,0.06,0,0,0.1,0.12,0,0.02,55.8,53.32,0.9,0.9,0,0,0.2,0.2,57.12,54.61,,,,,18.4,17.61,8.8,8.37,,,0.2,236.74,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,,,27.42,26.22,0,0,,,0,26.39,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F006166,14401,"Oil, cottonseed",3404,3404,0,0,0,92,0,0,0,,,,,,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,0,,,,,,0,0,,0,,,,,0,0,0,0,,,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,32.5,,,,,,,,32.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.92,23.83,,,,,,,,,,,,,,,,,,,17.13,16.38,,,,,49.6,47.38,0.2,0.18,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,0.1,0.09,49.85,47.66,0,0,,,1.3,1231.33,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F006165,14502,"Oil, copha",3404,3404,0,0.2,0.03,91.9,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,0,,0,,0,0.02,0,0,,0,0,,,,0,1,0,1,0,,0,0,0,0,0,0,0,,,,0,0,0.24,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,,0.6,0.61,7.4,6.93,5.8,5.46,,,43.4,40.86,,,15.7,14.8,0,0,8.4,7.88,0,0,9,8.48,,,0,0,,,0,0,,,0,0,90.34,85.02,,,0,0,0,0,0,0,0,0,1.4,1.3,0,0,0,0,,,1.38,1.3,,,,,0.3,0.26,0,0,,,,,,,,,,,0,0,,,,,0,0,0,0,,,,,0,0,,,0,0,,,0.28,0.26,0,0,,,0,25.97,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F006167,14401,"Oil, grapeseed",3404,3404,0,0,0,92,0,0,0,,,0,,,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,0,,,,,,0,0,,0,,,,,0,0,0,0,,,0.01,0,,0,,0,0,,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,2.1,,,,,,,,2.12,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,7,6.68,0,0,3.8,3.61,,,0.1,0.09,,,0.1,0.09,,,0,0,10.95,10.47,,,0,0,,,0.1,0.09,,,19,18.21,0.1,0.09,0,0,0,0,19.23,18.38,,,,,61.4,58.66,0.3,0.26,,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,,,61.64,58.93,0,0,,,2.1,1978.92,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F006168,14401,"Oil, linseed or flaxseed",3403,3403,0.1,0,0,92,0,0,0,,,,,,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,1,,,,,,0,0,,0,,,,,1,0,0,0,,,0.06,0,0,0,,0,0,,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0.4,,0.5,,1.5,,26.5,,3.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.67,8.29,,,,,,,,,,,,,,,,,,,17.81,17.02,,,,,13.6,13.01,52.5,50.21,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,0.15,0.14,66.3,63.37,0,0,,,0.1,87.06,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F006172,14402,"Oil, mustard seed",3404,3404,0,0,0,92,0,0,0,,,,,,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,0,,,,,,0,0,,0,,,,,0,0,0,0,,,0,0,,0,,0,0,,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,12.9,,,,,,,,12.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.58,11.07,,,,,,,,,,,,,,,,,,,59.19,56.58,,,,,15.3,14.66,5.9,5.64,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,21.23,20.3,0,0,,,1.3,1231.33,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F006169,14402,"Oil, macadamia",3404,3404,0,0,0,92,0,0,0,,,,,,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,0,,,,,,0,0,,0,,,,,0,0,0,0,,,0,0,,0,,0,0,,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,12.9,,,,,,,,12.88,,,,,,,,,,,,,,,0.6,0.62,,,7.6,7.3,,,2.1,2.02,,,1.8,1.76,,,0.6,0.53,,,0.3,0.26,13.06,12.49,,,,,,,16,15.3,,,59.9,57.26,1.5,1.41,0.2,0.18,,,77.56,74.14,,,,,1.2,1.14,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,1.2,1.14,0,0,,,2.1,1978.92,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F006177,14402,"Oil, olive",3399,3399,0,0,0,91.9,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,57.5,,0,0,0,8.3,0,,0,4.6,0,0,0,0,0,0,0,,1,0,0,0,2,,0.01,0,0,10,0,10,2,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6,,8.5,,0,,0.7,,19.96,0,0,0,0,0,0.01,0,0,0,0,0.1,0.06,0,0,0.1,0.07,0,0,11.5,10.93,0,0,2.9,2.73,,,0.4,0.39,0,0,0.1,0.06,0,0,0,0.01,14.96,14.28,,,0,0,0,0,1,0.93,0,0.03,66.3,63.32,0.2,0.18,0.1,0.07,0.1,0.07,67.66,64.59,,,,,8.3,7.9,0.5,0.49,,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,,,8.79,8.39,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F006181,14402,"Oil, palm",3404,3404,0,0,0,92,0,0,0,,,,,,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,0,,,,,,0,0.01,,0,,,,,0,0,0,0,,,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,14.7,,,,,,,,14.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.44,45.36,,,,,,,,,,,,,,,,,,,35.61,34.04,,,,,8.8,8.37,0.2,0.18,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,8.95,8.56,0,0,,,1.4,1319.28,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F006183,14402,"Oil, peanut",3404,3404,0,0,0,92,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,0,,0,,0.092,0.09,0,0.09,,1,0.009,,,,3,0,0,0,3,,0.09,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9,,,,0.6,,8.3,,12.7,0,0,0,0,0,0,0,0,,,0,0.04,,,0,0.03,0,0,8.7,8.3,0.1,0.05,2.3,2.19,,,1.1,1.06,,,2.9,2.79,,,1.6,1.51,16.7,15.97,,,0,0,0,0,0.1,0.07,0,0.04,46.8,44.76,1.4,1.33,0.1,0.07,0,0,48.39,46.26,,,,,26.1,24.96,0.2,0.23,,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,,,26.35,25.19,0,0,,,2.1,1978.92,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F006185,14402,"Oil, rice bran",3404,3404,0,0,0,92,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,0,,,,,,0,0.01,,0,,,,,0,0,0.3,0,,,0.01,0,,0,,0,0,,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,29.7,,,,,,,,29.72,0,0,0,0,0,0,0,0,,,0,0,0,0,0.4,0.35,0,0,18.1,17.33,0.1,0.09,1.9,1.85,0,0,0.8,0.79,,,0.3,0.26,,,0.5,0.44,22.08,21.11,,,0,0,0,0,0.2,0.18,0,0,37.4,35.8,0.6,0.53,0,0,0,0,38.18,36.5,,,,,30.5,29.11,1.1,1.06,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,,,31.56,30.17,0,0,,,0.4,351.81,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F006188,14401,"Oil, soybean",3404,3404,0,0,0,92,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,0,,5,,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3,,,,26.7,,48.8,,13.16,0,0,0,0,0,0,0,0,,,0,0,,,0,0.04,0,0,9.2,8.84,0,0,3.6,3.43,,,0.4,0.35,,,0.4,0.4,,,0.1,0.09,13.75,13.15,,,0,0,0,0,0,0,0,0,21.2,20.27,0.2,0.22,0,0,0,0,21.44,20.49,,,,,50.9,48.64,5.1,4.88,,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,,,55.98,53.52,0,0,,,2.1,1978.92,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F006189,14401,"Oil, sunflower",3404,3404,0,0,0,92,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,0,,0,,0,0.01,0,0,,0,0,,,,0,0,0,0,3,,0.01,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.5,,,,4,,0.9,,51.61,0,0,0,0,0,0,0,0,,,0,0,,,0.1,0.08,0,0,5.7,5.43,0.1,0.05,3,2.84,,,0.2,0.21,,,0.6,0.55,,,0.2,0.18,9.78,9.35,,,0,0,0,0,0.1,0.14,0,0,26.5,25.32,0.1,0.14,0,0,0,0,26.78,25.6,,,,,54.3,51.87,0.2,0.18,,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,,,54.45,52.05,0,0,,,2.1,1978.92,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F006191,14401,"Oil, vegetable",3404,3404,0,0,0,92,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,0,,,,,,0,0.01,,0,,,,,0,0,0,0,,,0.01,0,,0,,0,0,,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,12.9,,,,,,,,15.27,,0,,0,,0,,0,,,,0,,0,,0.02,,0,,6.24,,0.04,,2.62,,0,,0.4,,,,0.26,,,,0.09,,9.68,,,,0,,0,,0.13,,0.04,,38.15,,0.64,,0.04,,0.09,,39.1,,,,,,30.21,,7.3,,,,65.96,,,,153.92,,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,,,37.73,,0,,,,1978.92,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F000124,16404,"Apricot, canned in pear juice, juice only",196,196,91.2,0.5,0.08,0,0.5,0,0,4.3,2.3,2.5,0,0,,,9.1,0,9.1,0,,,,,,,,,,1.9,,9.1,11,,0.2,,0,0.8,0,,0,,,,,,,7,,,,,,0,0.42,,9,,,,,13,273,0,5,,,0.21,0,0,0,0,0,0,,,,0.021,0.021,0.63,0,0.63,,0,,0,46,0,46,46,5,0,0,0,0,0,0,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F002517,16404,"Cherry, black, canned in syrup, syrup only",299,299,83,0.5,0.08,0,0.2,0,0,7,7.7,2,0,0,,,16.6,16.6,16.6,0,,,,,,,,,,1.1,,16.6,17.8,,0,,0,0.6,0,,0,,,,,,,6,,,,0,,0,1.25,,6,0.083,,,,9,125,0,3,,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,0.05,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F004143,16702,"Fruit salad, canned in fruit juice, juice only",198,197,89.8,0.4,0.07,0,0.4,0.2,0,4.4,2.9,3.3,0,0,,,10.6,0,9.3,0,,,,,,,,,,0.8,,10.6,11.4,,0.3,,0,0.4,0,,0,,0,,,,,6,,,,,,0,0.31,,9,,,,,12,177,0,5,,,0.26,0,,22,,22,4,,,,0.01,0.031,0.42,0,0.42,,0,,0,46,0,46,46,4,0,0,0,0,0,0.2,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
